cod_areas,xcoord,ycoord,1
BE 11,-58.9437713621586,-15.0323257448372,562
BE 12,-53.9437713621586,-17.0323257448372,615
BE 12,-52.9437713621586,-16.0323257448372,404
BE 12,-52.9437713621586,-17.0323257448372,562
BE 12,-52.9437713621586,-18.0323257448372,838
BE 12,-51.9437713621586,-16.0323257448372,536
BE 12,-51.9437713621586,-17.0323257448372,874
BE 13,-55.9437713621586,-15.0323257448372,314
BE 13,-55.9437713621586,-21.0323257448372,182
BE 13,-54.9437713621586,-16.0323257448372,365
BE 13,-54.9437713621586,-18.0323257448372,219
BE 13,-54.9437713621586,-20.0323257448372,277
BE 13,-53.9437713621586,-16.0323257448372,406
BE 13,-52.9437713621586,-17.0323257448372,562
BE 13,-52.9437713621586,-18.0323257448372,838
BE 13,-51.9437713621586,-14.0323257448372,396
BE 13,-51.9437713621586,-18.0323257448372,633
BE 13,-51.9437713621586,-19.0323257448372,556
BE 13,-50.9437713621586,-15.0323257448372,328
BE 13,-50.9437713621586,-18.0323257448372,694
BE 13,-49.9437713621586,-16.0323257448372,814
BE 13,-49.9437713621586,-17.0323257448372,608
BE 13,-49.9437713621586,-20.0323257448372,426
BE 13,-49.9437713621586,-21.0323257448372,424
BE 13,-49.9437713621586,-22.0323257448372,445
BE 13,-49.9437713621586,-23.0323257448372,482
BE 13,-49.9437713621586,-24.0323257448372,622
BE 13,-48.9437713621586,-14.0323257448372,612
BE 13,-48.9437713621586,-16.0323257448372,917
BE 13,-48.9437713621586,-17.0323257448372,814
BE 13,-48.9437713621586,-18.0323257448372,608
BE 13,-48.9437713621586,-20.0323257448372,558
BE 13,-48.9437713621586,-21.0323257448372,610
BE 13,-48.9437713621586,-22.0323257448372,460
BE 13,-48.9437713621586,-23.0323257448372,835
BE 13,-47.9437713621586,-13.0323257448372,353
BE 13,-47.9437713621586,-14.0323257448372,568
BE 13,-47.9437713621586,-15.0323257448372,901
BE 13,-47.9437713621586,-16.0323257448372,1045
BE 13,-47.9437713621586,-17.0323257448372,705
BE 13,-47.9437713621586,-18.0323257448372,910
BE 13,-47.9437713621586,-19.0323257448372,752
BE 13,-47.9437713621586,-20.0323257448372,571
BE 13,-47.9437713621586,-21.0323257448372,547
BE 13,-47.9437713621586,-22.0323257448372,766
BE 13,-47.9437713621586,-23.0323257448372,505
BE 13,-46.9437713621586,-14.0323257448372,410
BE 13,-46.9437713621586,-15.0323257448372,754
BE 13,-46.9437713621586,-16.0323257448372,847
BE 13,-46.9437713621586,-17.0323257448372,702
BE 13,-46.9437713621586,-18.0323257448372,630
BE 13,-46.9437713621586,-19.0323257448372,919
BE 13,-46.9437713621586,-20.0323257448372,1017
BE 13,-46.9437713621586,-21.0323257448372,991
BE 13,-46.9437713621586,-22.0323257448372,646
BE 13,-45.9437713621586,-11.0323257448372,778
BE 13,-45.9437713621586,-16.0323257448372,513
BE 13,-45.9437713621586,-18.0323257448372,865
BE 13,-45.9437713621586,-19.0323257448372,915
BE 13,-45.9437713621586,-20.0323257448372,847
BE 13,-45.9437713621586,-21.0323257448372,740
BE 13,-44.9437713621586,-17.0323257448372,621
BE 13,-44.9437713621586,-18.0323257448372,703
BE 13,-44.9437713621586,-19.0323257448372,651
BE 13,-44.9437713621586,-20.0323257448372,765
BE 13,-44.9437713621586,-21.0323257448372,919
BE 13,-44.9437713621586,-22.0323257448372,979
BE 13,-43.9437713621586,-16.0323257448372,632
BE 13,-43.9437713621586,-17.0323257448372,910
BE 13,-43.9437713621586,-18.0323257448372,1217
BE 13,-43.9437713621586,-19.0323257448372,696
BE 13,-43.9437713621586,-20.0323257448372,1088
BE 13,-43.9437713621586,-21.0323257448372,1013
BE 13,-43.9437713621586,-22.0323257448372,1224
BE 13,-42.9437713621586,-16.0323257448372,924
BE 13,-42.9437713621586,-17.0323257448372,599
BE 13,-42.9437713621586,-18.0323257448372,1088
BE 13,-42.9437713621586,-20.0323257448372,907
BE 14,-55.9437713621586,-23.0323257448372,315
BE 14,-54.9437713621586,-20.0323257448372,277
BE 14,-54.9437713621586,-24.0323257448372,379
BE 14,-53.9437713621586,-21.0323257448372,426
BE 14,-52.9437713621586,-18.0323257448372,838
BE 14,-52.9437713621586,-19.0323257448372,615
BE 14,-52.9437713621586,-22.0323257448372,398
BE 14,-51.9437713621586,-19.0323257448372,556
BE 14,-51.9437713621586,-21.0323257448372,314
BE 14,-51.9437713621586,-22.0323257448372,316
BE 14,-50.9437713621586,-18.0323257448372,694
BE 14,-50.9437713621586,-20.0323257448372,339
BE 14,-50.9437713621586,-21.0323257448372,399
BE 14,-50.9437713621586,-22.0323257448372,413
BE 14,-50.9437713621586,-23.0323257448372,368
BE 14,-49.9437713621586,-20.0323257448372,426
BE 14,-49.9437713621586,-21.0323257448372,424
BE 14,-49.9437713621586,-22.0323257448372,445
BE 14,-49.9437713621586,-23.0323257448372,482
BE 14,-49.9437713621586,-24.0323257448372,622
BE 14,-49.9437713621586,-25.0323257448372,914
BE 14,-48.9437713621586,-18.0323257448372,608
BE 14,-48.9437713621586,-19.0323257448372,619
BE 14,-48.9437713621586,-20.0323257448372,558
BE 14,-48.9437713621586,-21.0323257448372,610
BE 14,-48.9437713621586,-22.0323257448372,460
BE 14,-48.9437713621586,-23.0323257448372,835
BE 14,-48.9437713621586,-24.0323257448372,875
BE 14,-47.9437713621586,-16.0323257448372,1045
BE 14,-47.9437713621586,-17.0323257448372,705
BE 14,-47.9437713621586,-19.0323257448372,752
BE 14,-47.9437713621586,-20.0323257448372,571
BE 14,-47.9437713621586,-21.0323257448372,547
BE 14,-47.9437713621586,-22.0323257448372,766
BE 14,-47.9437713621586,-23.0323257448372,505
BE 14,-47.9437713621586,-24.0323257448372,735
BE 14,-46.9437713621586,-19.0323257448372,919
BE 14,-46.9437713621586,-20.0323257448372,1017
BE 14,-46.9437713621586,-21.0323257448372,991
BE 14,-46.9437713621586,-22.0323257448372,646
BE 14,-46.9437713621586,-23.0323257448372,863
BE 14,-45.9437713621586,-14.0323257448372,862
BE 14,-45.9437713621586,-21.0323257448372,740
BE 14,-44.9437713621586,-21.0323257448372,919
BE 14,-43.9437713621586,-19.0323257448372,696
BE 15,-51.9437713621586,-14.0323257448372,396
BE 15,-51.9437713621586,-16.0323257448372,536
BE 15,-50.9437713621586,-10.0323257448372,300
BE 15,-50.9437713621586,-11.0323257448372,215
BE 15,-50.9437713621586,-12.0323257448372,240
BE 15,-50.9437713621586,-13.0323257448372,231
BE 15,-50.9437713621586,-14.0323257448372,305
BE 15,-50.9437713621586,-15.0323257448372,328
BE 15,-50.9437713621586,-16.0323257448372,711
BE 15,-49.9437713621586,-9.03232574483718,173
BE 15,-49.9437713621586,-10.0323257448372,205
BE 15,-49.9437713621586,-11.0323257448372,193
BE 15,-49.9437713621586,-12.0323257448372,207
BE 15,-49.9437713621586,-13.0323257448372,630
BE 15,-49.9437713621586,-14.0323257448372,372
BE 15,-48.9437713621586,-8.03232574483718,201
BE 15,-48.9437713621586,-10.0323257448372,305
BE 15,-48.9437713621586,-11.0323257448372,309
BE 16,-46.9437713621586,-13.0323257448372,556
BE 16,-45.9437713621586,-11.0323257448372,778
BE 16,-45.9437713621586,-13.0323257448372,778
BE 16,-45.9437713621586,-14.0323257448372,862
BE 16,-45.9437713621586,-15.0323257448372,830
BE 16,-45.9437713621586,-16.0323257448372,513
BE 16,-44.9437713621586,-12.0323257448372,449
BE 16,-44.9437713621586,-13.0323257448372,642
BE 16,-44.9437713621586,-14.0323257448372,667
BE 16,-44.9437713621586,-15.0323257448372,755
BE 16,-43.9437713621586,-15.0323257448372,417
BE 17,-47.9437713621586,-9.03232574483718,244
BE 17,-47.9437713621586,-10.0323257448372,246
BE 17,-45.9437713621586,-11.0323257448372,778
BE 18,-46.9437713621586,-11.0323257448372,540
BE 18,-45.9437713621586,-11.0323257448372,778
BE 19,-57.9437713621586,-22.0323257448372,123
BE 19,-56.9437713621586,-20.0323257448372,303
BE 19,-56.9437713621586,-21.0323257448372,205
BE 19,-56.9437713621586,-22.0323257448372,281
BE 19,-55.9437713621586,-20.0323257448372,174
BE 19,-55.9437713621586,-21.0323257448372,182
BE 19,-55.9437713621586,-22.0323257448372,586
BE 19,-55.9437713621586,-23.0323257448372,315
BE 19,-55.9437713621586,-24.0323257448372,147
BE 19,-54.9437713621586,-23.0323257448372,323
BE 20,-47.9437713621586,-7.03232574483718,264
BE 20,-47.9437713621586,-8.03232574483718,101
BE 20,-47.9437713621586,-10.0323257448372,246
BE 20,-46.9437713621586,-6.03232574483718,241
BE 20,-46.9437713621586,-7.03232574483718,257
BE 20,-46.9437713621586,-10.0323257448372,372
BE 21,-47.9437713621586,-16.0323257448372,1045
BE 21,-47.9437713621586,-19.0323257448372,752
BE 21,-47.9437713621586,-20.0323257448372,571
BE 21,-46.9437713621586,-16.0323257448372,847
BE 21,-46.9437713621586,-18.0323257448372,630
BE 21,-46.9437713621586,-19.0323257448372,919
BE 21,-46.9437713621586,-20.0323257448372,1017
BE 21,-45.9437713621586,-18.0323257448372,865
BE 21,-45.9437713621586,-19.0323257448372,915
BE 21,-45.9437713621586,-20.0323257448372,847
BE 21,-45.9437713621586,-21.0323257448372,740
BE 22,-53.9437713621586,-17.0323257448372,615
BE 22,-52.9437713621586,-17.0323257448372,562
BE 22,-51.9437713621586,-15.0323257448372,311
BE 22,-51.9437713621586,-16.0323257448372,536
BE 22,-51.9437713621586,-18.0323257448372,633
BE 22,-50.9437713621586,-17.0323257448372,666
BE 22,-50.9437713621586,-18.0323257448372,694
BE 22,-49.9437713621586,-9.03232574483718,173
BE 22,-49.9437713621586,-17.0323257448372,608
BE 22,-48.9437713621586,-11.0323257448372,309
BE 22,-48.9437713621586,-12.0323257448372,458
BE 22,-48.9437713621586,-13.0323257448372,449
BE 22,-48.9437713621586,-14.0323257448372,612
BE 22,-48.9437713621586,-15.0323257448372,926
BE 22,-48.9437713621586,-16.0323257448372,917
BE 22,-48.9437713621586,-17.0323257448372,814
BE 22,-48.9437713621586,-18.0323257448372,608
BE 22,-47.9437713621586,-6.03232574483718,270
BE 22,-47.9437713621586,-7.03232574483718,264
BE 22,-47.9437713621586,-8.03232574483718,101
BE 22,-47.9437713621586,-9.03232574483718,244
BE 22,-47.9437713621586,-10.0323257448372,246
BE 22,-47.9437713621586,-11.0323257448372,404
BE 22,-47.9437713621586,-12.0323257448372,461
BE 22,-47.9437713621586,-13.0323257448372,353
BE 22,-47.9437713621586,-14.0323257448372,568
BE 22,-47.9437713621586,-15.0323257448372,901
BE 22,-47.9437713621586,-16.0323257448372,1045
BE 22,-47.9437713621586,-17.0323257448372,705
BE 22,-47.9437713621586,-18.0323257448372,910
BE 22,-47.9437713621586,-19.0323257448372,752
BE 22,-47.9437713621586,-20.0323257448372,571
BE 22,-46.9437713621586,-7.03232574483718,257
BE 22,-46.9437713621586,-11.0323257448372,540
BE 22,-46.9437713621586,-14.0323257448372,410
BE 22,-46.9437713621586,-16.0323257448372,847
BE 22,-46.9437713621586,-17.0323257448372,702
BE 22,-46.9437713621586,-19.0323257448372,919
BE 22,-46.9437713621586,-20.0323257448372,1017
BE 22,-45.9437713621586,-8.03232574483718,303
BE 22,-45.9437713621586,-13.0323257448372,778
BE 22,-45.9437713621586,-16.0323257448372,513
BE 22,-45.9437713621586,-18.0323257448372,865
BE 22,-44.9437713621586,-16.0323257448372,529
BE 22,-44.9437713621586,-18.0323257448372,703
BE 23,-57.9437713621586,-16.0323257448372,172
BE 23,-57.9437713621586,-17.0323257448372,154
BE 23,-57.9437713621586,-21.0323257448372,63
BE 23,-57.9437713621586,-22.0323257448372,123
BE 23,-56.9437713621586,-15.0323257448372,190
BE 23,-56.9437713621586,-16.0323257448372,166
BE 23,-56.9437713621586,-20.0323257448372,303
BE 23,-56.9437713621586,-21.0323257448372,205
BE 23,-56.9437713621586,-22.0323257448372,281
BE 23,-55.9437713621586,-15.0323257448372,314
BE 23,-55.9437713621586,-16.0323257448372,107
BE 23,-55.9437713621586,-18.0323257448372,143
BE 23,-55.9437713621586,-20.0323257448372,174
BE 23,-55.9437713621586,-21.0323257448372,182
BE 23,-55.9437713621586,-22.0323257448372,586
BE 23,-55.9437713621586,-24.0323257448372,147
BE 23,-54.9437713621586,-16.0323257448372,365
BE 23,-54.9437713621586,-18.0323257448372,219
BE 23,-54.9437713621586,-20.0323257448372,277
BE 23,-54.9437713621586,-21.0323257448372,418
BE 23,-53.9437713621586,-20.0323257448372,459
BE 24,-49.9437713621586,-24.0323257448372,622
BE 24,-49.9437713621586,-25.0323257448372,914
BE 25,-59.9437713621586,-13.0323257448372,599
BE 25,-58.9437713621586,-14.0323257448372,601
BE 25,-57.9437713621586,-13.0323257448372,401
BE 26,-54.9437713621586,-18.0323257448372,219
BE 26,-52.9437713621586,-16.0323257448372,404
BE 26,-52.9437713621586,-17.0323257448372,562
BE 26,-52.9437713621586,-18.0323257448372,838
BE 26,-51.9437713621586,-13.0323257448372,346
BE 26,-51.9437713621586,-14.0323257448372,396
BE 26,-51.9437713621586,-16.0323257448372,536
BE 26,-51.9437713621586,-17.0323257448372,874
BE 26,-51.9437713621586,-19.0323257448372,556
BE 26,-50.9437713621586,-10.0323257448372,300
BE 26,-50.9437713621586,-12.0323257448372,240
BE 26,-50.9437713621586,-14.0323257448372,305
BE 26,-50.9437713621586,-15.0323257448372,328
BE 26,-49.9437713621586,-9.03232574483718,173
BE 26,-49.9437713621586,-10.0323257448372,205
BE 26,-49.9437713621586,-11.0323257448372,193
BE 26,-49.9437713621586,-12.0323257448372,207
BE 26,-49.9437713621586,-13.0323257448372,630
BE 26,-49.9437713621586,-14.0323257448372,372
BE 26,-49.9437713621586,-17.0323257448372,608
BE 26,-48.9437713621586,-8.03232574483718,201
BE 26,-48.9437713621586,-9.03232574483718,310
BE 26,-48.9437713621586,-10.0323257448372,305
BE 26,-48.9437713621586,-11.0323257448372,309
BE 26,-48.9437713621586,-12.0323257448372,458
BE 26,-48.9437713621586,-13.0323257448372,449
BE 26,-47.9437713621586,-5.03232574483718,315
BE 26,-47.9437713621586,-7.03232574483718,264
BE 26,-47.9437713621586,-8.03232574483718,101
BE 26,-47.9437713621586,-9.03232574483718,244
BE 26,-47.9437713621586,-10.0323257448372,246
BE 26,-47.9437713621586,-11.0323257448372,404
BE 26,-47.9437713621586,-12.0323257448372,461
BE 26,-47.9437713621586,-13.0323257448372,353
BE 26,-47.9437713621586,-14.0323257448372,568
BE 26,-47.9437713621586,-16.0323257448372,1045
BE 26,-47.9437713621586,-17.0323257448372,705
BE 26,-46.9437713621586,-6.03232574483718,241
BE 26,-46.9437713621586,-7.03232574483718,257
BE 26,-46.9437713621586,-8.03232574483718,269
BE 26,-46.9437713621586,-9.03232574483718,615
BE 26,-46.9437713621586,-11.0323257448372,540
BE 26,-46.9437713621586,-12.0323257448372,578
BE 26,-45.9437713621586,-6.03232574483718,224
BE 26,-45.9437713621586,-7.03232574483718,337
BE 26,-45.9437713621586,-13.0323257448372,778
BE 26,-45.9437713621586,-14.0323257448372,862
BE 26,-44.9437713621586,-5.03232574483718,76
BE 26,-43.9437713621586,-6.03232574483718,200
BE 27,-60.9437713621586,-12.0323257448372,361
BE 27,-59.9437713621586,-12.0323257448372,399
BE 27,-59.9437713621586,-13.0323257448372,599
BE 27,-59.9437713621586,-15.0323257448372,193
BE 27,-58.9437713621586,-11.0323257448372,323
BE 27,-58.9437713621586,-13.0323257448372,400
BE 27,-58.9437713621586,-15.0323257448372,562
BE 27,-57.9437713621586,-15.0323257448372,200
BE 27,-57.9437713621586,-16.0323257448372,172
BE 27,-57.9437713621586,-17.0323257448372,154
BE 28,-58.9437713621586,-13.0323257448372,400
BE 28,-54.9437713621586,-15.0323257448372,719
BE 28,-53.9437713621586,-13.0323257448372,303
BE 28,-52.9437713621586,-15.0323257448372,509
BE 28,-51.9437713621586,-11.0323257448372,305
BE 28,-51.9437713621586,-14.0323257448372,396
BE 28,-51.9437713621586,-15.0323257448372,311
BE 28,-51.9437713621586,-16.0323257448372,536
BE 28,-50.9437713621586,-10.0323257448372,300
BE 28,-50.9437713621586,-14.0323257448372,305
BE 28,-50.9437713621586,-15.0323257448372,328
BE 28,-50.9437713621586,-16.0323257448372,711
BE 28,-49.9437713621586,-8.03232574483718,260
BE 28,-49.9437713621586,-9.03232574483718,173
BE 28,-49.9437713621586,-10.0323257448372,205
BE 28,-49.9437713621586,-11.0323257448372,193
BE 28,-49.9437713621586,-12.0323257448372,207
BE 28,-49.9437713621586,-13.0323257448372,630
BE 28,-49.9437713621586,-15.0323257448372,626
BE 28,-48.9437713621586,-8.03232574483718,201
BE 28,-48.9437713621586,-9.03232574483718,310
BE 28,-48.9437713621586,-10.0323257448372,305
BE 28,-48.9437713621586,-11.0323257448372,309
BE 28,-48.9437713621586,-12.0323257448372,458
BE 28,-48.9437713621586,-13.0323257448372,449
BE 28,-48.9437713621586,-14.0323257448372,612
BE 28,-47.9437713621586,-5.03232574483718,315
BE 28,-47.9437713621586,-6.03232574483718,270
BE 28,-47.9437713621586,-7.03232574483718,264
BE 28,-47.9437713621586,-8.03232574483718,101
BE 28,-47.9437713621586,-9.03232574483718,244
BE 28,-47.9437713621586,-10.0323257448372,246
BE 28,-47.9437713621586,-12.0323257448372,461
BE 28,-47.9437713621586,-13.0323257448372,353
BE 28,-46.9437713621586,-7.03232574483718,257
BE 28,-44.9437713621586,-17.0323257448372,621
BE 29,-58.9437713621586,-15.0323257448372,562
BE 29,-57.9437713621586,-16.0323257448372,172
BE 29,-56.9437713621586,-16.0323257448372,166
BE 29,-56.9437713621586,-21.0323257448372,205
BE 29,-55.9437713621586,-15.0323257448372,314
BE 29,-55.9437713621586,-20.0323257448372,174
BE 29,-55.9437713621586,-21.0323257448372,182
BE 29,-55.9437713621586,-22.0323257448372,586
BE 29,-54.9437713621586,-16.0323257448372,365
BE 29,-54.9437713621586,-22.0323257448372,361
BE 29,-53.9437713621586,-16.0323257448372,406
BE 29,-53.9437713621586,-17.0323257448372,615
BE 29,-53.9437713621586,-18.0323257448372,313
BE 29,-53.9437713621586,-21.0323257448372,426
BE 29,-52.9437713621586,-17.0323257448372,562
BE 29,-52.9437713621586,-18.0323257448372,838
BE 29,-51.9437713621586,-15.0323257448372,311
BE 29,-51.9437713621586,-16.0323257448372,536
BE 29,-51.9437713621586,-18.0323257448372,633
BE 29,-51.9437713621586,-19.0323257448372,556
BE 29,-50.9437713621586,-10.0323257448372,300
BE 29,-50.9437713621586,-14.0323257448372,305
BE 29,-50.9437713621586,-16.0323257448372,711
BE 29,-50.9437713621586,-18.0323257448372,694
BE 29,-49.9437713621586,-8.03232574483718,260
BE 29,-49.9437713621586,-9.03232574483718,173
BE 29,-49.9437713621586,-12.0323257448372,207
BE 29,-49.9437713621586,-13.0323257448372,630
BE 29,-49.9437713621586,-16.0323257448372,814
BE 29,-49.9437713621586,-18.0323257448372,594
BE 29,-49.9437713621586,-21.0323257448372,424
BE 29,-48.9437713621586,-9.03232574483718,310
BE 29,-48.9437713621586,-10.0323257448372,305
BE 29,-48.9437713621586,-11.0323257448372,309
BE 29,-48.9437713621586,-12.0323257448372,458
BE 29,-48.9437713621586,-13.0323257448372,449
BE 29,-48.9437713621586,-14.0323257448372,612
BE 29,-48.9437713621586,-15.0323257448372,926
BE 29,-48.9437713621586,-16.0323257448372,917
BE 29,-48.9437713621586,-17.0323257448372,814
BE 29,-48.9437713621586,-18.0323257448372,608
BE 29,-48.9437713621586,-22.0323257448372,460
BE 29,-47.9437713621586,-6.03232574483718,270
BE 29,-47.9437713621586,-7.03232574483718,264
BE 29,-47.9437713621586,-8.03232574483718,101
BE 29,-47.9437713621586,-9.03232574483718,244
BE 29,-47.9437713621586,-10.0323257448372,246
BE 29,-47.9437713621586,-12.0323257448372,461
BE 29,-47.9437713621586,-13.0323257448372,353
BE 29,-47.9437713621586,-14.0323257448372,568
BE 29,-47.9437713621586,-16.0323257448372,1045
BE 29,-47.9437713621586,-17.0323257448372,705
BE 29,-47.9437713621586,-19.0323257448372,752
BE 29,-47.9437713621586,-21.0323257448372,547
BE 29,-46.9437713621586,-5.03232574483718,181
BE 29,-46.9437713621586,-6.03232574483718,241
BE 29,-46.9437713621586,-7.03232574483718,257
BE 29,-46.9437713621586,-10.0323257448372,372
BE 29,-46.9437713621586,-11.0323257448372,540
BE 29,-46.9437713621586,-13.0323257448372,556
BE 29,-46.9437713621586,-14.0323257448372,410
BE 29,-46.9437713621586,-16.0323257448372,847
BE 29,-46.9437713621586,-17.0323257448372,702
BE 29,-45.9437713621586,-12.0323257448372,811
BE 29,-45.9437713621586,-13.0323257448372,778
BE 29,-45.9437713621586,-14.0323257448372,862
BE 29,-45.9437713621586,-15.0323257448372,830
BE 29,-45.9437713621586,-16.0323257448372,513
BE 29,-44.9437713621586,-5.03232574483718,76
BE 29,-44.9437713621586,-6.03232574483718,329
BE 29,-44.9437713621586,-9.03232574483718,471
BE 29,-44.9437713621586,-10.0323257448372,468
BE 29,-44.9437713621586,-12.0323257448372,449
BE 29,-44.9437713621586,-13.0323257448372,642
BE 29,-44.9437713621586,-16.0323257448372,529
BE 29,-44.9437713621586,-19.0323257448372,651
BE 29,-43.9437713621586,-9.03232574483718,290
BE 29,-43.9437713621586,-15.0323257448372,417
BE 29,-43.9437713621586,-19.0323257448372,696
